Title,Link,Time,Summary
One MobiKwik Systems Foreign Investor Offloads Stake Worth Rs 82 Crore,https://news.google.com/read/CBMimwFBVV95cUxPWE5UTEhEM1dWdmU4NTAzVzRJWUQtMHdqZGZFOWMtbklmbkxYZlBXakJnVk40b0d4YlVVd3JnUWJLSVBNeEQ0Y05jQkcycDNGZGFMRjByc2sxdlN6MHMzYlk0bFZtNThlTDU5MkF2MEJlanVsRVRFR2RmNGVrOXE1M0pUWlF2enpFbHRtNHZXTWJFT0dTTHpCX1ExUdIBoAFBVV95cUxNaC1maTNVc1dZQTJ2b0d6eGsxVGU1R0xWTU4tcXpmVUF5ZDV2TlVyaXNmZGhIbHN5NnhZRDAzVEg4YjdtMmx0UTB1VUE4b1QxYnQ4YWlBcnd4ZzBlZi1MZlFjYjRpV3VtbTA3SUVsV2tSbWhkcm5IMTN2QUlHd0NrUEpZQW1aV29fTUhQaEYtdi04YzFtdW5OUi15aHV5UzZh?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 20:42:44 IST,
Peak XV Partners sells 1.5 pc stake in MobiKwik for Rs 82 cr,https://news.google.com/read/CBMizwFBVV95cUxOSGEtbDJ5bllfNXlMSVNKWEY0SXVpWFc3ZFpFSnhaUEF2Sk1ZV1lLLU43aXdXUVE3NTk1Z1A1ZzllN0lwby1PQjZPT2RaRlVGVHJjUzhScExreU5pS0tTQVdjT1dzZkR2aGdDNGU0VHJncldic0RRQnN3T0ttdllXY3BOYUJwbWlNMzh5OTVwMENJV3JOSHdoRVJVRjFQZjNWYWdhSXhmejlPU090Q3JaMUdydW1nQ1RDdmtzbWFQWkFpREZtMnF4MHdUQ01jV03SAdQBQVVfeXFMUFRrUnBWaWlIQmkxTHZLYkltQjNHbC14UVE3bGNXSVFSWG5admRCZUdKeHg5RHFXWHlhWmZVQkFQYWxQM3dTMm9SYUF2V0VsX2NyTjh3dUlDdllqMVUzM294aVdNZW5xMXUzWENxMWJ2VnVxdklpUEVGVGFxbE5aWFBtek5wT2ZVRXEyTlhMaUlUQ2JjOHlydjlHLU1kRS1wZHdDTHMyMFVXVjUxbFNkZ2pKNVVGRHJDeVplRjNjazdaYzBMb2hfMU9IQnFaUFpJd0ZlVmM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 20:37:04 IST,
Peak XV Partners Sells 1.5% Stake in MobiKwik for Rs 82 Crore Through NSE Transaction,https://news.google.com/read/CBMisgFBVV95cUxORXNQbzFDQklPUVprbU9nRjY1b3B3U1FhRDBlQVhQQUNITjJCcEdfVnNPdjFWLUpacjdIOU1LMGUweUpUOGNTZUFSanRjcDVpU2w0VVNaUHRKV19jaUhzd2lKUkpIVThSemRBZnpNNVVsRFdpQThOWTY5dEo1czdWVVNjdXRoekFzRVVHdXVxaGw3R3NwTnRySF80aXRxcC1hOURRMTR6eEJ4eFlFM2ZuRWNB?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 20:36:04 IST,
Peak XV Partners Reduces Stake in One MobiKwik Systems,https://news.google.com/read/CBMirgFBVV95cUxQcmN5QjZtZlRLMndRVS1FMVcyY3p0MjNjRVVzUDBYeGRCNEliUTEza01sNUhEWXBIdzlRbjBMMmJHZHJZRS1ZYVJRVVdXa3lRSjFJakJWeGM4U1ZwMUJGWUdOX1BTOXAxblM4NzduMlBYeGhXNlN2bkVJZTRlcGxBZ2VNdGozWUVybzQ3UGhWN0UySUxHT0pveU1GLWpTZGp2RDdmcHVzUmZYdzlTTEHSAbMBQVVfeXFMTkM1UXFTUkp3TEhjMEoySm1vOE9rZi1Ib1Z1Q0VRVEUyc3BSSG52THRXLWhjV0Z2NEg0R3JGbDFRSjB4SjhGOENUOFh6dUg0VmQwbmVyMDk2bHQtYUlfQVpsNmM5VER4QUIzcV9uY2F3bmtvMEE0RktsY25odDRhZkFpb0xnbWRQajFTSWhNNjFlV3A2VktsU3dHeDVqNHlKSlJmSWtnV2dmZHpOWUNEN1UyUU0?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 20:26:39 IST,
"Mobikwik Share Price Highlights : Mobikwik closed today at ₹638.55, up 4.83% from yesterday's ₹609.15 | Stock Market News",https://news.google.com/read/CBMiwAFBVV95cUxQNkFXNm13NGNMTWJZOHJGRHBJeUxSN2ZtVl9DdlM2RURPdEt6U2dpUUE0aXRidW05RHVjYlRNcWktbWtNdUdZblJzTEdQQnhiTVJySFcxMUZKT1otYVdxOVlleFBXblFqRnQ3TkRzMFFlcE5QRkJMSWRYeHRlOGdKcVNXVDNVN21xNXJZOTNmcmNQRFNxOWp3V0lrQXd4NFFtQlFsZ0JGa212WEdGOUV3MXpkbkVRWEZOMUV2MUUteEvSAcYBQVVfeXFMTW9mcDg4S01QMG5WT2c4VlBjZk1WY2Z3QWktMlE4eDhUOTRDVGJ3aUhwMjNzVk94RlRIaDR4ZjVjR05OeEVmcVFZSDFYcmNQam5uQmluRlVzTzJ6N0hPMHlZd1B3MUlUWHJDd2RvVi1zdll6d3lBZnY4VzhxTktkekVvek5pcm9oc3paTDBjel9iU015dHdOT0g5c09ubTl4OEktaUp5SVI4ZmJUeTFkSUUyUFhBb3hKMGJMVUNtaXZuRlJwbmRn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 20:00:32 IST,
"Asian Paints shares hit a 52-week low, MobiKwik rises over 13% to all-time high; here’s why",https://news.google.com/read/CBMi4gFBVV95cUxNQ3g1ZnJKOVhZbHJnMXdIaG5UOUFobWduTElPbTBiR1JDRWV2U0hpUEJ2VmxHSV9ZSG5jSkRUTC10c0plNE1oVmFUT09ESXAxel9Wa1hIT0JNQWFhUUc0TV8wUXNVUnNqTXFIbl9RTHRTaGJ2cWRMN2UySFc5WTNYWUFDXzJ4cXgzNzNLS3FialFVQU5pY2lBckFVc1FySzE5Mkd2eEc4a1FTZlhNRHBTT1Bwb2xqM092OVM4QV93ak1tc2R6X1VjMUhrU0MzV2pkYWJfdzNCeE1DWXFtLWV4aXdR?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 14:02:47 IST,
"Mobikwik share price surges 15%, hits record high: Shoud investors book profit?",https://news.google.com/read/CBMizgFBVV95cUxNSW1rcm45bl9pUEN3enBhUDRVNVQ4T01QSzRJaklubjk5V19BenFudEhKTUw0WUF5Y1BnLWtaeThUd0xNVl92VHZIWk84cS1kcFlHZ1N2TmFlUUNmVzhPODVGNlEzUkxKd215VXgzUmptaVgzREZ1OWdoX2M3UXV2eUpzS1g3OUw5WGNoZ0RxUnZiejI0MEhJZ0FaWUE1N3ZYS0RxQ1c5b0U0SmR5ci1JYldfb1lDUmZ2NEhrREZ2cGphREdBZ0dHd2R1Qzc5d9IB0wFBVV95cUxQSWNTWUZBMTFISGREZjc5Ry1FZFo4N00xYURRSkhyV0hsaVVmcEQ5ODFpQ2hDcmw4QzNCbUZHOFd6ekhadk51bnJnZnByLTZ1MEJjaU9sZVJ5UElnczFUTzFTTmNpeUo3b3lhdmVHRjE2aGxuSGphWHZ1WG01aHdiY3JuR3BKd1VtcHNVSng4aVRQNWlyakJkOE14T2NMRlFJRllyRVBYenp6R19kSVNKeE9mdDZZbjBMTzBITFlwQmVldzQ3c1h5eU04SVd0eVVBSm93?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 13:52:56 IST,
One MobiKwik Share Price: Rs 100 gain! Stock zooms 16% - Reason?,https://news.google.com/read/CBMitgFBVV95cUxPU0JINUlKS1R6clp2eU1uQmVjQW5YRTVGbnFsRUJkRXVFRW9VTjRPMjFGdlFuemJUTERjdkQ4N0V6QUxKYVJSZzQ0VGo1RGo2ZGMtM3FhSTJ0MkczdUhpbXpTdEhlYkxadzFwTEcwZmdFang4OVFyQnd6U3FZS2Y2V3pXaWp5SC1leU16NjhJZ2pYUlNKQ0pqUWVMRGJGTlFiUW5qTEp0M2U2TzdBZzNncld5aVE0Z9IBuwFBVV95cUxNN0d2R0tOZWJKdVBET3dXd01DUWZGelhSQlRFZ3ZLYWZTaXdOUkZmV2lJQTYzTHQwM1p1a2ZZU3lwcEx2VWo1N2JDWUVyZ0paZDNydGdOY29rRlVXNGo0aXBISEE1UzVkNUxkQ2lDRU44OFBTN04wMmFXMlhlOVJudUJMS1dLWjNsLXdDT0JSaXlOTVFaRDNqSjZEaTQwdWNYakc4VE4xYXItRWIzdzBobElOcVhkSHN5X2Uw?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 12:53:37 IST,
Newsletter | MobiKwik block deal; Global recession in 2025?; Bureaucratic reshuffle at the Centre and more,https://news.google.com/read/CBMi8AFBVV95cUxNZVZHZlhoZkpVRXkyb2M2YmMzX2ozOEVCUW1hVjVXSnJPZ3lfU3ZUVS10N3ROanR2YjBLd1pGRzZldE02Z21wQUI1R0ZlalQtVVcyNjJZaHVaaXFDa1B1anRvRzhYeGdwS2FSWmc2Yl9DRTJnY2pvLU9zVFhMcjZ4MjQ1UVZRTTAyZ2ZaYWVDTDJzM2ZDZ2hObzJqQXo4bGRnRlZmMUt5TUc5Y0hDY2wyZ2Myay1yU3JwQUZiM2wydVczWS1vQmFGM2dMTDlTbnFMNFR5ZEhjMWV3OVM3QkV2N3J2Y1pGZTVtdTBRNUFHMUPSAfYBQVVfeXFMTndPQkJXdk9CakcyclYyX2d5enhIUkliTnVBQXVhblNWZGQ1ZmRvdExIbHRRYzZGOXU4OTBmc1ZoQTFGWi1iUGZxN0RwTGdrSUtyYm96blZFOHBPWHlUSG9ra1JWdndTNjJxZFJHdDdDbVFsMUZwTm9QM2Q1bXo2SE9jNHRGbG02RWtEdG10Rm8xY2ZSU01ZMlF1d1VYLWJwcnZvZEdjMTNGSmUxT0gtRHk5azl0VmVuSGdMZ3Yxem00U29raUJqa1FDRS00WlE2aGVpaDNldC02OTJRMlp1ZEJFT1VRUXB5dkdJamJtSWJSRVVVRlNn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 12:37:01 IST,
Mobikwik shares zoom 15% to hit fresh record highs; is it time to book some profit?,https://news.google.com/read/CBMi4gFBVV95cUxOSWt1NnpKanRRQkVDWGIzdkZGUVpydzVlYlo0cDB5dXJKaXhlbVZ4eEp6c1pWR3BTTGNNZ1hXbTRMU2tLLXpGajRpTmYyQm9TOG1mMGRkanBUMm11ZWYwanpCMDc4dlRnQ1RkV3g4dG0xV0RyUk94LUpCYVlwZlhUN0oxTXVhVUxsdWhjZjlXX3lWT0RWYkZ5UFRLQVNZUDBVUks0bWViZmdfQU1vN3Z5eGY2Y0VfWmhSblZKU0lkWlY0ZGg3T1pfalRUZ04wZU9LSkhqTjc2LVFyeXdkRm91TnJR?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-26 12:32:52 IST,
